Company_ID,Legal_Entity_Name,PAN_Number,Financial_Year,Quarter,Customer_ID,Customer_Name,TAN_Number,Invoice_Number,Invoice_Date,Invoice_Amount,GST_Amount,Payment_Date,Gross_Payment,Payment_Method,Bank_Name,Bank_Account_Number,Receipt_Reference,TDS_Applicable,TDS_Section,TDS_Rate,TDS_Deducted,Form26AS_Credit,AIS_Credit,Difference_Amount,Credit_Status,Compliance_Status,Evidence_Status,Risk_Score,Narration
182,Skimia,LMNO9012Q,2020,Q3,182,Quintana Sailer,WXYZ67890P,INV-2020-000123,1/5/2020,1681.64,151.63,4/7/2020,4306.22,Cheque,Bluejam,8249479805,UTR250401000123,false,194J,7.16,797.71,391.19,292.11,330.4,Section Mismatch,Escalated,Missing,9,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.
183,Feedmix,ABCDE1234F,2020,Q3,183,Steven Stovold,ABCD12345E,INV-2020-000456,2/1/2020,1243.16,512.28,6/16/2021,2845.03,Credit Card,Skajo,2828866736,UTR250401000123,false,194IA,9.6,514.03,90.42,73.58,-68.47,Section Mismatch,Escalated,Missing,10,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
184,Babbleopia,LMNO9012Q,2020,Q4,184,Elladine Laughren,LMNO90123Q,INV-2020-000456,4/29/2020,2506.96,981.24,9/12/2021,8745.78,Cheque,Tagcat,7969964001,TXN250401000123,true,194J,6.76,402.53,157.39,133.3,217.09,Matched,Compliant,Ready,6,Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.
185,Edgeblab,LMNO9012Q,2020,Q4,185,Rosa Riepl,WXYZ67890P,INV-2020-000456,4/26/2021,9140.65,443.86,7/6/2020,2603.3,Bank Transfer,Devify,4011831921,TXN250401000123,true,194IA,4.54,816.21,199.53,307.75,226.21,Matched,Needs Review,Partial,2,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus.
186,Flashset,XYZW5678P,2021,Q2,186,Luisa Dykas,ABCD12345E,INV-2021-000789,4/18/2020,6196.18,777.91,3/5/2021,9996.05,Bank Transfer,Mynte,2774965296,TXN250401000123,false,194IA,7.97,100.74,289.7,458.64,-99.01,Matched,Needs Review,Ready,3,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus."
187,Dynazzy,XYZW5678P,2020,Q4,187,Addia Jarrel,LMNO90123Q,INV-2021-000789,5/21/2021,8193.06,367.86,11/10/2020,5971.13,Credit Card,Rhyzio,6824165324,UTR250402000456,true,194IA,8.2,763.81,464.02,304.39,241.96,Missing Credit,Needs Review,Missing,5,"In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum."
188,Blogspan,XYZW5678P,2020,Q1,188,Allan Manston,WXYZ67890P,INV-2021-000789,5/3/2020,8006.02,830.62,8/4/2020,7348.62,Bank Transfer,Skyble,8546370092,TXN250401000123,false,194J,9.18,150.72,35.92,481.56,310.42,Matched,Compliant,Missing,1,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
189,Wordify,ABCDE1234F,2020,Q2,189,Chaim Ausiello,ABCD12345E,INV-2020-000456,12/11/2021,2636.44,678.59,11/23/2021,3346.39,Cheque,DabZ,4593559759,UTR250402000456,true,194C,3.96,575.4,105.55,480.21,-201.48,Missing Credit,Needs Review,Partial,6,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est."
190,Avamm,LMNO9012Q,2021,Q3,190,Ynes Kenny,WXYZ67890P,INV-2020-000456,12/27/2020,2930.25,612.09,3/15/2021,1073.99,Credit Card,Skyba,4719735200,TXN250401000123,false,194J,7.57,665.36,394.32,489.46,-476.3,Missing Credit,Needs Review,Ready,9,Duis at velit eu est congue elementum.
191,Abatz,XYZW5678P,2020,Q2,191,Anatola Alvin,ABCD12345E,INV-2020-000456,9/10/2021,1127.6,878.23,6/23/2021,1567.8,Bank Transfer,Ailane,6079941334,TXN250401000123,false,194C,9.06,226.9,315.77,469.76,-484.41,Section Mismatch,Escalated,Ready,4,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.
192,Meedoo,ABCDE1234F,2020,Q2,192,Sibyl Mushart,LMNO90123Q,INV-2020-000456,3/23/2020,1421.85,182.98,5/25/2020,4010.78,Credit Card,Divape,1300241055,UTR250401000123,true,194C,3.27,899.18,31.49,297.14,489.99,Matched,Escalated,Ready,1,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.
193,Brightbean,ABCDE1234F,2021,Q1,193,Clement Abbett,ABCD12345E,INV-2021-000789,12/26/2021,8699.5,978.12,9/7/2020,7383.31,Cheque,Yakitri,7447363012,TXN250401000123,false,194IA,1.95,848.37,60.01,119.06,-399.33,Missing Credit,Compliant,Partial,9,Morbi non quam nec dui luctus rutrum. Nulla tellus.
194,Voolia,LMNO9012Q,2020,Q4,194,Ainslee Bultitude,ABCD12345E,INV-2021-000789,12/11/2020,4712.3,843.57,1/30/2021,9268.71,Credit Card,Fivechat,1964090469,UTR250402000456,false,194IA,1.03,526.38,441.65,267.75,180.28,Missing Credit,Compliant,Missing,2,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus."
195,Podcat,LMNO9012Q,2020,Q1,195,Homere Stimson,WXYZ67890P,INV-2021-000789,2/28/2020,7204.06,777.24,5/5/2021,9644.08,Bank Transfer,Plambee,1483115617,UTR250401000123,false,194J,6.09,725.03,300.52,445.85,-78.36,Missing Credit,Escalated,Partial,7,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
196,Topicshots,XYZW5678P,2020,Q2,196,Beckie Hattoe,WXYZ67890P,INV-2021-000789,5/1/2020,9088.97,486.2,1/25/2020,6382.06,Credit Card,Tazzy,4180129518,UTR250401000123,true,194J,8.02,922.31,486.12,421.4,261.6,Missing Credit,Escalated,Ready,3,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo."
197,Talane,XYZW5678P,2020,Q2,197,Gwennie Dahle,LMNO90123Q,INV-2020-000456,8/18/2020,6383.68,645.35,11/10/2020,8548.84,Cheque,Bubbletube,8039410945,UTR250401000123,false,194IA,5.98,877.53,292.13,340.68,-278.33,Matched,Needs Review,Partial,3,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
198,Twitternation,LMNO9012Q,2020,Q4,198,Sloan Fishleigh,WXYZ67890P,INV-2020-000123,1/16/2020,7046.83,437.46,4/30/2020,3974.2,Credit Card,Skipfire,2204606991,UTR250402000456,true,194C,6.89,710.25,3.52,321.26,299.77,Section Mismatch,Compliant,Partial,4,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
199,Kamba,LMNO9012Q,2020,Q4,199,Gelya McClaughlin,LMNO90123Q,INV-2020-000456,2/6/2020,7312.27,742.18,5/15/2021,2890.45,Cheque,Edgeclub,5968333448,UTR250402000456,true,194J,1.6,736.08,426.49,217.58,-207.21,Matched,Needs Review,Ready,3,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
200,Vinte,ABCDE1234F,2020,Q3,200,Alexio Carrack,LMNO90123Q,INV-2020-000456,2/18/2020,8915.36,545.98,4/17/2020,1010.88,Cheque,Rhynyx,8324348999,UTR250401000123,true,194IA,9.03,151.66,138.97,401.15,229.22,Missing Credit,Compliant,Ready,4,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.
201,Aivee,LMNO9012Q,2021,Q3,201,Sayres Durbin,LMNO90123Q,INV-2020-000123,9/6/2020,7537.41,338.33,3/17/2021,1027.24,Cheque,Jaxspan,8929661167,TXN250401000123,false,194J,8.6,351.04,219.84,394.27,200.72,Missing Credit,Compliant,Partial,4,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum."
202,Eimbee,LMNO9012Q,2020,Q3,202,Isaiah Surgood,ABCD12345E,INV-2020-000456,1/24/2021,2057.65,889.64,5/1/2021,7713.21,Credit Card,Chatterpoint,7506936725,UTR250401000123,false,194J,9.05,984.24,49.25,191.85,-368.68,Matched,Compliant,Partial,5,"Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
203,Skyndu,LMNO9012Q,2021,Q4,203,Sheffield Ellingham,ABCD12345E,INV-2021-000789,2/11/2021,3762.57,693.33,9/17/2020,2486.32,Cheque,Roombo,4908598956,TXN250401000123,false,194J,7.63,940.22,142.09,21.8,-45.63,Section Mismatch,Escalated,Ready,2,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio."
204,Innotype,ABCDE1234F,2020,Q4,204,Winfred Channer,LMNO90123Q,INV-2020-000456,5/13/2020,3243.28,854.64,9/16/2020,8322.62,Cheque,Skivee,6681955333,TXN250401000123,false,194J,8.13,520.23,213.05,271.88,-376.25,Section Mismatch,Needs Review,Partial,3,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue."
205,Plajo,LMNO9012Q,2021,Q4,205,Jedd Franzonetti,ABCD12345E,INV-2020-000123,12/23/2021,5196.47,880.34,11/5/2020,4705.08,Credit Card,Geba,7575926105,TXN250401000123,false,194IA,5.89,581.46,21.25,74.94,-91.12,Section Mismatch,Needs Review,Ready,5,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio."
206,Podcat,XYZW5678P,2020,Q2,206,Mickey Ellacombe,LMNO90123Q,INV-2021-000789,11/28/2020,7882.84,556.11,11/23/2020,1100.72,Credit Card,Wordware,6157869133,UTR250402000456,true,194IA,7.7,166.49,357.84,92.32,-277.06,Matched,Needs Review,Partial,10,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci."
207,Brainlounge,XYZW5678P,2021,Q2,207,Hestia Vibert,ABCD12345E,INV-2021-000789,11/10/2021,6350.69,931.75,5/19/2020,2951.84,Credit Card,Skimia,1667144854,UTR250401000123,false,194IA,2.55,269.39,155.9,357.02,-195.19,Section Mismatch,Escalated,Ready,4,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio."
208,Twimm,XYZW5678P,2021,Q4,208,Myrle Bride,LMNO90123Q,INV-2021-000789,7/13/2021,5923.84,527.1,11/1/2021,1449.42,Credit Card,Avavee,6589247177,UTR250402000456,true,194C,3.68,509.83,131.96,464.63,-25.14,Section Mismatch,Compliant,Partial,2,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
209,Babblestorm,XYZW5678P,2020,Q1,209,Tabor Pullman,LMNO90123Q,INV-2021-000789,9/24/2021,9191.17,915.0,10/27/2021,3457.81,Bank Transfer,Riffwire,1715335254,UTR250402000456,true,194IA,5.71,844.18,200.19,359.72,19.8,Matched,Compliant,Missing,7,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus."
210,Gabcube,LMNO9012Q,2021,Q4,210,Dennie Rudolph,LMNO90123Q,INV-2020-000123,8/24/2021,5033.19,756.36,3/23/2021,3904.34,Bank Transfer,Browsedrive,2504107172,TXN250401000123,true,194J,5.85,151.73,113.25,381.37,-446.59,Missing Credit,Compliant,Partial,6,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo."
211,Omba,XYZW5678P,2020,Q4,211,Gannon Exell,WXYZ67890P,INV-2020-000123,2/24/2021,4289.36,459.62,3/25/2021,7322.74,Cheque,Skimia,6316745542,UTR250402000456,false,194J,7.01,283.3,499.85,397.94,-489.42,Section Mismatch,Compliant,Missing,4,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum."
212,Skibox,XYZW5678P,2020,Q1,212,Kaye Kassman,WXYZ67890P,INV-2020-000123,6/18/2020,1116.19,770.57,2/2/2021,4767.11,Bank Transfer,Mydo,5199398877,TXN250401000123,false,194IA,4.75,515.84,85.51,139.23,-60.35,Missing Credit,Needs Review,Partial,3,"Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla."
213,Photobug,XYZW5678P,2021,Q1,213,Zorine Mingard,LMNO90123Q,INV-2020-000123,1/10/2021,2667.08,322.0,10/19/2021,3555.87,Credit Card,Meevee,5660001447,UTR250401000123,true,194IA,6.93,586.43,118.49,225.63,273.12,Matched,Compliant,Ready,5,Duis bibendum. Morbi non quam nec dui luctus rutrum.
214,Cogibox,LMNO9012Q,2021,Q4,214,Christophorus Crossdale,LMNO90123Q,INV-2021-000789,3/30/2021,5085.02,227.39,2/4/2021,6860.27,Bank Transfer,Dabshots,9335830582,UTR250402000456,true,194J,6.66,268.82,144.0,97.24,149.1,Missing Credit,Escalated,Missing,3,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.
215,Zava,ABCDE1234F,2020,Q2,215,Adena Warrilow,ABCD12345E,INV-2020-000456,4/30/2020,9166.77,659.34,5/23/2021,8906.79,Cheque,InnoZ,8521559467,UTR250402000456,true,194J,1.34,303.14,391.86,194.24,55.24,Missing Credit,Needs Review,Missing,10,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis."
216,Zoozzy,ABCDE1234F,2020,Q3,216,Lucita Donnelly,LMNO90123Q,INV-2020-000456,6/28/2020,4126.57,192.45,10/23/2020,7000.89,Bank Transfer,Topicblab,2929437045,UTR250401000123,false,194J,7.36,741.81,70.66,404.33,-433.89,Section Mismatch,Compliant,Partial,1,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia."
217,Podcat,ABCDE1234F,2020,Q2,217,Quentin MacGillespie,WXYZ67890P,INV-2020-000456,5/5/2021,4950.74,842.21,6/27/2020,8369.04,Credit Card,Muxo,1930552729,UTR250402000456,true,194IA,9.6,465.29,367.65,381.48,-459.97,Section Mismatch,Escalated,Ready,8,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci."
218,Edgeblab,XYZW5678P,2021,Q1,218,Bria Fitchell,ABCD12345E,INV-2020-000456,1/2/2020,9379.81,587.31,1/19/2020,6414.38,Credit Card,Buzzbean,4332086828,UTR250401000123,false,194J,7.18,719.72,358.92,348.56,-460.86,Matched,Escalated,Partial,7,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
219,Edgeify,XYZW5678P,2021,Q2,219,Prentice Lansberry,ABCD12345E,INV-2020-000456,9/26/2021,1681.52,436.96,8/7/2020,5074.51,Cheque,Jamia,8873798935,UTR250402000456,false,194J,5.3,550.93,449.96,352.97,-114.49,Missing Credit,Escalated,Partial,4,"Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh."
220,Centizu,LMNO9012Q,2020,Q2,220,Claretta Robken,LMNO90123Q,INV-2020-000456,6/22/2020,1140.15,438.84,5/23/2020,9770.65,Credit Card,Jabbercube,3949258694,UTR250402000456,true,194J,8.58,611.76,15.58,438.37,130.21,Section Mismatch,Needs Review,Partial,8,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue."
221,Photofeed,ABCDE1234F,2020,Q3,221,Jess Yearnsley,WXYZ67890P,INV-2020-000123,2/9/2020,2640.48,834.32,2/12/2021,7816.38,Cheque,Twinder,6543371179,TXN250401000123,true,194J,3.99,179.67,59.58,125.25,379.5,Missing Credit,Needs Review,Ready,3,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc."
222,Edgeclub,XYZW5678P,2020,Q4,222,Klemens Basten,ABCD12345E,INV-2021-000789,10/5/2020,8498.24,978.53,3/3/2021,9932.71,Cheque,Brainbox,5692281992,UTR250401000123,true,194C,5.28,645.04,449.77,132.59,299.23,Section Mismatch,Escalated,Partial,8,"Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit."
223,Ntag,ABCDE1234F,2021,Q1,223,Addi Gerran,WXYZ67890P,INV-2020-000123,4/29/2021,2065.39,935.81,7/7/2020,1104.32,Credit Card,Skimia,9724492936,UTR250401000123,false,194IA,5.59,464.34,185.98,175.59,351.03,Matched,Escalated,Partial,7,"Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
224,Yombu,ABCDE1234F,2021,Q2,224,Broderic Blackston,WXYZ67890P,INV-2020-000123,3/29/2021,3725.84,989.45,4/2/2021,5321.43,Bank Transfer,Brainsphere,8892952960,UTR250402000456,true,194IA,4.52,491.31,198.2,489.74,321.1,Missing Credit,Escalated,Ready,8,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.
225,Voolith,XYZW5678P,2020,Q4,225,Liz Keelan,ABCD12345E,INV-2020-000123,12/11/2021,5010.73,763.09,12/9/2020,7641.6,Cheque,Realmix,1597782422,TXN250401000123,false,194J,1.48,675.68,438.29,24.88,184.34,Missing Credit,Compliant,Ready,3,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo."
226,Twinte,LMNO9012Q,2021,Q4,226,Celeste Andreutti,LMNO90123Q,INV-2020-000123,1/14/2021,1976.72,692.11,10/18/2020,2997.53,Credit Card,Quinu,1466707829,UTR250402000456,false,194J,6.44,763.63,54.96,464.2,457.5,Matched,Escalated,Partial,10,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus."
